10,50,102.2901883,0.3097560975609755,0.09924636029606941,0.1513797634691196,0.13180389343084778
20,50,125.0533345,0.31521739130434784,0.10522695989101864,0.15006570302233904,0.13997009622779832
30,50,166.0967571,0.3586956521739132,0.1281836452004867,0.17588699080157696,0.17165916455568409
40,50,213.4030248,0.33080593849416756,0.115419734691425,0.16215505913272008,0.15726607497923054
50,50,265.0497167,0.38393425238600215,0.14459434548129163,0.18495400788436284,0.1833680218532349
100,50,541.3699589,0.37470837751855796,0.14309992655171286,0.18120893561103818,0.18120334336260868
10,80,123.8831459,0.3155355249204665,0.10728781578720249,0.1511826544021026,0.14286041960016663
20,80,194.9265553,0.35837751855779415,0.13432606225823085,0.1767411300919842,0.17562280958622198
30,80,257.3179001,0.38738069989395535,0.14284883567268478,0.19474375821287776,0.19424280818133724
40,80,337.0812039,0.40450689289501596,0.15417949878944337,0.19908015768725357,0.20369685407471025
50,80,408.2029832,0.4343584305408271,0.16837723294868548,0.21760840998685937,0.230305741476136
100,80,825.5126443,0.4318663838812303,0.16697582907283573,0.21596583442838374,0.2243957201832396
10,100,154.7668281,0.31744432661717925,0.10875782127178127,0.15749014454664917,0.15128027963591753
20,100,235.9229044,0.3875397667020149,0.14420359141848832,0.19356110381077526,0.1941985768815347
30,100,322.7969494,0.407423117709438,0.15414459466993188,0.20604467805519067,0.21144752776031323
40,100,408.9816429,0.43329798515376444,0.16660259837440367,0.22115637319316694,0.23041416779809365
50,100,497.7576413,0.4660657476139981,0.1803071233189591,0.23856767411300925,0.2495685510710579
100,100,1019.1212144,0.47211028632025454,0.18323743193867376,0.23968462549277272,0.24775337407702971
